HPO ID
HP:0001252
HP:0001290
HP:0004322
HP:0000522
HP:0001510
HP:0008850
HP:0001530
HP:0001263
HP:0001476
HP:0000270
HP:0000260
HP:0002020
HP:0000632
HP:0000750
HP:0000483
HP:0000540
HP:0002015
HP:0001508
HP:0001511
HP:0000821
