omimId,moi
OMIM:189500,AD
OMIM:189600,AD
OMIM:189800,AD
OMIM:190100,AD
OMIM:190200,AD
OMIM:190300,AD
OMIM:190310,AD
OMIM:190320,AD
OMIM:190330,AR
OMIM:190340,AD
OMIM:190350,AD
OMIM:190351,AD
OMIM:190400,AD
OMIM:190410,AD
OMIM:190430,AD
OMIM:190440,AD
OMIM:190500,AD
OMIM:190600,AD
OMIM:190650,AD
OMIM:190680,AD
OMIM:190800,AD
OMIM:190900,AD
OMIM:191000,AD
OMIM:191100,AD
OMIM:191150,AD
OMIM:191200,AD
OMIM:191420,AD
OMIM:191440,AD
OMIM:191480,AR
OMIM:191500,AD
OMIM:191520,AD
OMIM:191550,AD
OMIM:191600,AD
OMIM:191650,AD
OMIM:191800,AR
OMIM:191830,AR
OMIM:191850,AD
OMIM:191900,AD
OMIM:191950,AD
OMIM:192000,AD
OMIM:192100,AD
OMIM:192200,XLD
OMIM:192310,AD
OMIM:192315,AD
OMIM:192430,AD
OMIM:192445,AD
OMIM:192500,AD
OMIM:192600,AD
OMIM:192605,AD
OMIM:192700,AD
OMIM:192800,AD
OMIM:192900,AD
OMIM:192950,AD
OMIM:193000,AD
OMIM:193003,AD
OMIM:193005,AD
OMIM:193007,AD
OMIM:193090,AD;AR
OMIM:193100,AD
OMIM:193200,AR
OMIM:193220,AD
OMIM:193230,AD
OMIM:193235,AD
OMIM:193240,AD
OMIM:193250,AD
OMIM:193300,AD
OMIM:193400,AD
OMIM:193450,AD
OMIM:193500,AD
OMIM:193510,AD
OMIM:193520,AD
OMIM:193530,AD
OMIM:193670,AD
OMIM:193700,AD
OMIM:193900,AD
OMIM:194050,AD
OMIM:194070,AD
OMIM:194071,AD
OMIM:194072,AD
OMIM:194080,AD
OMIM:194090,AD
OMIM:194190,AD
OMIM:194200,AD
OMIM:194300,AD
OMIM:194320,AD
OMIM:194350,AD
OMIM:194380,AD
OMIM:194470,AD
OMIM:200100,AR
OMIM:200110,AD
OMIM:200130,AR
OMIM:200150,AR
OMIM:200170,AR
OMIM:200300,AR
OMIM:200400,AR
OMIM:200450,AR
OMIM:200500,AR
OMIM:200600,AR
OMIM:200610,AD
OMIM:200700,AR
OMIM:200900,AR
OMIM:200970,AR
OMIM:200980,AR
OMIM:200990,AR
OMIM:200995,AR
OMIM:201000,AR
OMIM:201050,AR
OMIM:201100,AR
OMIM:201170,AR
OMIM:201180,AR
OMIM:201250,AR
OMIM:201300,AR
OMIM:201400,AR
OMIM:201450,AR
OMIM:201470,AR
OMIM:201475,AR
OMIM:201550,AR
OMIM:201710,AR
OMIM:201750,AR
OMIM:201810,AR
OMIM:201910,AR
OMIM:202010,AR
OMIM:202110,AR
OMIM:202150,AR
OMIM:202200,AR
OMIM:202300,AD
OMIM:202355,AR
OMIM:202370,AR
OMIM:202400,AR
OMIM:202550,AR
OMIM:202600,AR
OMIM:202650,AD;AR
OMIM:202700,AD
OMIM:203000,AR
OMIM:203100,AR
OMIM:203200,AR
OMIM:203290,AR
OMIM:203300,AR
OMIM:203400,AR
OMIM:203450,AD
OMIM:203500,AR
OMIM:203550,AR
OMIM:203650,AR
OMIM:203655,AR
OMIM:203700,AR
OMIM:203740,AR
OMIM:203750,AR
OMIM:203760,AR
OMIM:203780,AR
OMIM:203800,AR
OMIM:204000,AR
OMIM:204100,AR
OMIM:204110,AR
OMIM:204200,AR
OMIM:204300,AR
OMIM:204500,AR
OMIM:204650,AR
OMIM:204690,AR
OMIM:204700,AR
OMIM:204730,AR
OMIM:204750,AR
OMIM:204800,AR
OMIM:204850,AR
OMIM:204870,AR
OMIM:204900,AR
OMIM:205000,AR
OMIM:205100,AR
OMIM:205200,AR
OMIM:205250,AR
OMIM:205400,AR
OMIM:205700,AR
OMIM:205950,AR
OMIM:206100,AR
OMIM:206200,AR
OMIM:206300,AR
OMIM:206400,AR
OMIM:206500,AR
OMIM:206550,AR
OMIM:206570,AR
OMIM:206700,AD;AR
OMIM:206750,AR
OMIM:206780,AR
OMIM:206800,AR
OMIM:206900,AD
OMIM:206920,AR
OMIM:207000,AR
OMIM:207300,AR
OMIM:207410,AD
OMIM:207500,AR
OMIM:207600,AR
OMIM:207720,AR
OMIM:207731,AR
OMIM:207740,AR
OMIM:207750,AR
OMIM:207770,AR
OMIM:207780,AR
OMIM:207800,AR
OMIM:207900,AR
OMIM:208000,AR
OMIM:208050,AR
OMIM:208060,AR
OMIM:208081,AR
OMIM:208085,AR
OMIM:208100,AR
OMIM:208150,AR
OMIM:208155,AR
OMIM:208230,AR
OMIM:208250,AR
OMIM:208300,AR
OMIM:208400,AR
OMIM:208500,AR
OMIM:208530,AR
OMIM:208540,AR
OMIM:208550,AR
OMIM:208600,AR
OMIM:208700,AR
OMIM:208750,AR
OMIM:208850,AR
OMIM:208900,AR
OMIM:208920,AR
OMIM:209010,AR
OMIM:209050,AR
OMIM:209100,AR
OMIM:209300,AR
OMIM:209500,AR
OMIM:209600,AR
OMIM:209700,AD;AR
OMIM:209770,AR
OMIM:209880,AD
OMIM:209885,AD
OMIM:209900,AR
OMIM:209920,AR
OMIM:209950,AR
OMIM:209970,AR
OMIM:210000,AR
OMIM:210050,AR
OMIM:210100,AR
OMIM:210200,AR
OMIM:210210,AR
OMIM:210250,AR
OMIM:210350,AR
OMIM:210370,AR
OMIM:210600,AR
OMIM:210700,AR
OMIM:210710,AR
OMIM:210720,AR
OMIM:210730,AR
OMIM:210740,AR
OMIM:210745,AR
OMIM:210900,AR
OMIM:211000,XLD;XLR;AR
OMIM:211180,AR
OMIM:211350,AR
OMIM:211369,AR
OMIM:211380,AR
OMIM:211390,AR
OMIM:211400,AD
OMIM:211480,AR
OMIM:211500,AR
OMIM:211530,AR
OMIM:211600,AR
OMIM:211750,AD
OMIM:211770,AR
OMIM:211800,AR
OMIM:211890,AR
OMIM:211900,AR
OMIM:211960,AR
OMIM:211980,AD
OMIM:211990,AR
OMIM:212050,AR
OMIM:212060,AR
OMIM:212065,AR
OMIM:212066,AR
OMIM:212067,AR
OMIM:212070,AR
OMIM:212080,AR
OMIM:212090,AR
OMIM:212093,AR
OMIM:212100,AR
OMIM:212112,AD
OMIM:212130,AR
OMIM:212138,AR
OMIM:212140,AR
OMIM:212160,AR
OMIM:212200,AR
OMIM:212350,AR
OMIM:212360,AR
OMIM:212400,AR
OMIM:212500,AR
OMIM:212550,AR
OMIM:212710,AR
OMIM:212720,AR
OMIM:212750,AR
OMIM:212780,AR
OMIM:212790,AR
OMIM:212800,AR
OMIM:212840,AR
OMIM:212850,AR
OMIM:212890,AR
OMIM:213000,AR
OMIM:213010,AR
OMIM:213200,AR
OMIM:213300,AR
OMIM:213500,AR
OMIM:213600,AD
OMIM:213700,AR
OMIM:213900,AR
OMIM:213980,AR
OMIM:214100,AR
OMIM:214110,AR
OMIM:214150,AR
OMIM:214200,AR
OMIM:214290,AR
OMIM:214300,AR
OMIM:214350,AR
OMIM:214370,AR
OMIM:214400,AR
OMIM:214450,AR
OMIM:214500,AR
OMIM:214700,AR
OMIM:214800,AD
OMIM:214900,AR
OMIM:214950,AR
OMIM:215045,AR
OMIM:215050,AR
OMIM:215100,AR
OMIM:215150,AR
OMIM:215250,AR
OMIM:215400,AD
OMIM:215450,AR
OMIM:215470,AR
OMIM:215480,AR
OMIM:215500,AD
OMIM:215518,AR
OMIM:215520,AR
OMIM:215550,AR
OMIM:215600,AR
OMIM:215700,AR
OMIM:215720,AR
OMIM:215800,AR
OMIM:215850,AR
OMIM:216100,AR
OMIM:216300,AR
OMIM:216330,AR
OMIM:216340,AR
OMIM:216360,AR
OMIM:216400,AR
OMIM:216550,AR
OMIM:216700,AR
OMIM:216800,AR
OMIM:216820,AR
OMIM:216900,AR
OMIM:216950,AR
OMIM:217000,AR
OMIM:217080,AR
OMIM:217085,AR
OMIM:217090,AR
OMIM:217095,AR
OMIM:217150,AR
OMIM:217200,AR
OMIM:217300,AR
OMIM:217400,AR
OMIM:217500,AR
OMIM:217600,AR
OMIM:217700,AR
OMIM:217800,AR
OMIM:217980,AR
OMIM:217990,AR
OMIM:218000,AR
OMIM:218030,AR
OMIM:218040,AD
OMIM:218050,AR
OMIM:218100,AR
OMIM:218200,AR
OMIM:218330,AR
OMIM:218340,AR
OMIM:218400,AR
OMIM:218550,AR
OMIM:218600,AR
OMIM:218650,AR
OMIM:218670,AR
OMIM:218700,AD
OMIM:218800,AR
OMIM:218900,AR
OMIM:219000,AR
OMIM:219050,AD
OMIM:219070,AR
OMIM:219090,AD;AR
OMIM:219095,AR
OMIM:219100,AR
OMIM:219150,AR
OMIM:219200,AR
OMIM:219250,AR
OMIM:219300,AR
OMIM:219500,AR
OMIM:219550,AR
OMIM:219600,AR
OMIM:219700,AR
OMIM:219730,AR
OMIM:219750,AR
OMIM:219800,AR
OMIM:219900,AR
OMIM:220100,AD;AR
OMIM:220110,AR
OMIM:220111,AR
OMIM:220120,AR
OMIM:220150,AR
OMIM:220210,AR
OMIM:220220,AR
OMIM:220290,AR
OMIM:220400,AR
OMIM:220500,AR
OMIM:220600,AR
OMIM:220900,AR
OMIM:221200,AR
OMIM:221300,AR
OMIM:221320,AR
OMIM:221350,AR
OMIM:221400,AR
OMIM:221500,AR
OMIM:221700,AR
OMIM:221740,AR
OMIM:221745,AR
OMIM:221750,AR
OMIM:221770,AR
OMIM:221790,AR
OMIM:221800,AR
OMIM:221820,AD
OMIM:221900,AR
OMIM:222300,AR
OMIM:222350,AR
OMIM:222400,AR
OMIM:222448,AR
OMIM:222470,AR
OMIM:222500,AR
OMIM:222600,AR
OMIM:222690,AR
OMIM:222700,AR
OMIM:222730,AR
OMIM:222748,AR
OMIM:222765,AR
OMIM:222800,AR
OMIM:222900,AR
OMIM:223000,AR
OMIM:223100,AD
OMIM:223200,AR
OMIM:223340,AR
OMIM:223350,AR
OMIM:223360,AR
OMIM:223370,AR
OMIM:223400,AR
OMIM:223500,XLR;AR
OMIM:223550,AR
OMIM:223800,AR
OMIM:223900,AR
OMIM:224000,AR
OMIM:224050,AR
OMIM:224100,AR
OMIM:224120,AR
OMIM:224230,AR
OMIM:224250,AR
OMIM:224300,AR
OMIM:224400,AR
OMIM:224410,AR
OMIM:224500,AR
OMIM:224550,AR
OMIM:224690,AR
OMIM:224700,AR
OMIM:224750,AR
OMIM:224800,AR
OMIM:224900,AR
OMIM:225040,XLD;XLR
OMIM:225050,AR
OMIM:225060,AR
OMIM:225100,AR
OMIM:225200,AR
OMIM:225250,AD
OMIM:225280,AR
OMIM:225290,AR
OMIM:225300,AR
OMIM:225310,AR
OMIM:225320,AR
OMIM:225400,AR
OMIM:225410,AR
OMIM:225500,AR
OMIM:225700,AR
OMIM:225750,AD;AR
OMIM:225753,AR
OMIM:225790,AR
OMIM:226100,AR
OMIM:226150,AR
OMIM:226200,AR
OMIM:226300,AR
OMIM:226350,AR
OMIM:226400,AR
OMIM:226500,AR
OMIM:226600,AR
OMIM:226650,AR
OMIM:226670,AR
OMIM:226700,AR
OMIM:226730,AR
OMIM:226735,AR
OMIM:226750,AR
OMIM:226800,AR
OMIM:226850,AR
OMIM:226900,AR
OMIM:226950,AR
OMIM:226960,AR
OMIM:226980,AR
OMIM:226990,AR
OMIM:227000,AR
OMIM:227010,AR
OMIM:227050,AR
OMIM:227090,AR
OMIM:227150,AR
OMIM:227260,AR
OMIM:227270,AR
OMIM:227300,AR
OMIM:227310,AR
OMIM:227330,AR
OMIM:227400,AR
OMIM:227500,AR
OMIM:227600,AR
OMIM:227645,AR
OMIM:227646,AR
OMIM:227650,AR
OMIM:227810,AR
OMIM:227850,AR
OMIM:228000,AR
OMIM:228020,AR
OMIM:228100,AR
OMIM:228250,AR
OMIM:228300,AR
OMIM:228355,AR
OMIM:228400,AR
OMIM:228520,AR
OMIM:228550,AD
OMIM:228600,AR
OMIM:228900,AR
OMIM:228930,AR
OMIM:228960,AR
OMIM:228980,AR
OMIM:228990,AR
OMIM:229050,AR
OMIM:229070,AR
OMIM:229100,AR
OMIM:229120,AR
OMIM:229200,AR
OMIM:229230,AR
OMIM:229300,AR
OMIM:229400,AR
OMIM:229500,AR
OMIM:229600,AR
OMIM:229700,AR
OMIM:229800,AR
OMIM:229850,AR
OMIM:230000,AR
OMIM:230200,AR
OMIM:230300,AR
OMIM:230350,AR
OMIM:230400,AR
OMIM:230450,AR
OMIM:230500,AR
OMIM:230600,AR
OMIM:230650,AR
OMIM:230740,AR
OMIM:230750,AR
OMIM:230800,AR
OMIM:230900,AR
OMIM:231000,AR
OMIM:231005,AR
OMIM:231050,AR
OMIM:231060,AR
OMIM:231070,AR
OMIM:231090,AR
OMIM:231095,AR
OMIM:231100,AR
OMIM:231200,AR
OMIM:231300,AR
OMIM:231530,AR
OMIM:231550,AR
OMIM:231630,AR
OMIM:231670,AR
OMIM:231680,AR
OMIM:231690,AR
OMIM:231900,AR
OMIM:231950,AR
OMIM:232200,AR
OMIM:232220,AR
OMIM:232240,AR
OMIM:232300,AR
OMIM:232400,AR
OMIM:232500,AR
OMIM:232600,AR
OMIM:232700,AR
OMIM:232800,AR
OMIM:232900,AR
OMIM:233100,AD;AR
OMIM:233270,AR
OMIM:233300,AR
OMIM:233400,AR
OMIM:233420,AR
OMIM:233600,AR
OMIM:233650,AR
OMIM:233670,AR
OMIM:233690,AR
OMIM:233700,AR
OMIM:233710,AR
OMIM:233800,AR
OMIM:233910,AR
OMIM:234000,AR
OMIM:234030,AR
OMIM:234050,AR
OMIM:234200,AR
OMIM:234250,AR
OMIM:234280,AR
OMIM:234350,AR
OMIM:234500,AR
OMIM:234580,AR
OMIM:234700,AR
OMIM:234810,AR
OMIM:234820,AR
OMIM:235000,AD
OMIM:235200,AR
OMIM:235255,AR
OMIM:235370,AR
OMIM:235400,AD;AR
OMIM:235500,AR
OMIM:235510,AR
OMIM:235550,AR
OMIM:235555,AR
OMIM:235700,AR
OMIM:235730,AD
OMIM:235740,AR
OMIM:235750,AR
OMIM:235760,AR
OMIM:235800,AD;AR
OMIM:235830,AR
OMIM:235900,AR
OMIM:236000,AR
OMIM:236100,AD;AR
OMIM:236110,AR
OMIM:236130,AR
OMIM:236200,AR
OMIM:236250,AR
OMIM:236270,AR
OMIM:236300,AR
OMIM:236400,AR
OMIM:236410,AR
OMIM:236450,AR
OMIM:236500,AR
OMIM:236600,AR
OMIM:236660,AR
OMIM:236670,AR
OMIM:236680,AR
OMIM:236690,AD
OMIM:236700,AR
OMIM:236730,AR
OMIM:236792,AR
OMIM:236795,AR
OMIM:236800,AR
OMIM:236900,AR
OMIM:237000,AR
OMIM:237300,AR
OMIM:237310,AR
OMIM:237400,AR
OMIM:237500,AR
OMIM:237550,AR
OMIM:237800,AD;AR
OMIM:237900,AR
OMIM:238320,AR
OMIM:238340,AR
OMIM:238350,AR
OMIM:238600,AR
OMIM:238700,AR
OMIM:238710,AR
OMIM:238750,AR
OMIM:238800,AR
OMIM:238950,AR
OMIM:238970,AR
OMIM:239000,AR
OMIM:239100,AR
OMIM:239199,AR
OMIM:239200,AD;AR
OMIM:239300,AR
OMIM:239500,AR
OMIM:239510,AR
OMIM:239710,AR
OMIM:239800,AR
OMIM:239840,AR
OMIM:239850,AD
OMIM:239900,AR
OMIM:240000,AR
OMIM:240200,AR
OMIM:240300,AD;AR
OMIM:240400,AR
OMIM:240500,AD;AR
OMIM:240600,AR
OMIM:240800,AD
OMIM:240900,AD
OMIM:240950,AR
OMIM:241000,AR
OMIM:241080,AR
OMIM:241090,AR
OMIM:241100,AR
OMIM:241120,AR
OMIM:241150,AR
OMIM:241200,AR
OMIM:241310,AR
OMIM:241410,AR
OMIM:241500,AR
OMIM:241510,AR
OMIM:241520,AR
OMIM:241530,AR
OMIM:241550,AR
OMIM:241600,AR
OMIM:241800,AR
OMIM:241850,AR
OMIM:242050,AR
OMIM:242100,AR
OMIM:242150,AR
OMIM:242300,AR
OMIM:242500,AR
OMIM:242510,AR
OMIM:242520,AR
OMIM:242530,AR
OMIM:242550,AR
OMIM:242600,AR
OMIM:242670,AR
OMIM:242700,AR
OMIM:242840,AR
OMIM:242860,AR
OMIM:242870,AR
OMIM:242880,AR
OMIM:242890,AR
OMIM:242900,AR
OMIM:243000,AR
OMIM:243050,AR
OMIM:243060,AR
OMIM:243080,AR
OMIM:243100,AR
OMIM:243110,XLD;XLR;AR
OMIM:243150,AR
OMIM:243180,AR
OMIM:243200,AR
OMIM:243300,AR
OMIM:243310,AD
OMIM:243320,AR
OMIM:243400,AR
OMIM:243440,AR
OMIM:243450,AR
OMIM:243500,AR
OMIM:243600,AR
OMIM:243605,AR
OMIM:243700,AR
OMIM:243800,AR
OMIM:243910,AR
OMIM:244100,AR
OMIM:244200,AD
OMIM:244300,AR
OMIM:244400,AR
OMIM:244450,AR
OMIM:244460,AR
OMIM:244600,AR
OMIM:244850,AR
OMIM:245000,AR
OMIM:245010,AR
OMIM:245050,AR
OMIM:245150,AR
OMIM:245180,AR
OMIM:245200,AR
OMIM:245340,AD
OMIM:245348,AR
OMIM:245349,AR
OMIM:245400,AR
OMIM:245450,AR
OMIM:245480,AR
OMIM:245550,AR
OMIM:245552,AR
OMIM:245570,AD
OMIM:245590,AR
OMIM:245600,AR
OMIM:245650,AR
OMIM:245660,AR
OMIM:245800,AR
OMIM:245900,AR
OMIM:246000,AR
OMIM:246200,AR
OMIM:246300,AD
OMIM:246400,AR
OMIM:246450,AR
OMIM:246470,AR
OMIM:246500,AR
OMIM:246555,AR
OMIM:246560,AD;AR
OMIM:246570,AD
OMIM:246650,AR
OMIM:246700,AR
OMIM:246900,AR
OMIM:247100,AR
OMIM:247150,AR
OMIM:247200,AD
OMIM:247410,AR
OMIM:247430,AR
OMIM:247450,AR
OMIM:247610,AR
OMIM:247640,AR
OMIM:247650,AR
OMIM:247800,AR
OMIM:247950,AR
OMIM:247990,AR
OMIM:248000,AR
OMIM:248100,AR
OMIM:248190,AR
OMIM:248200,AR
OMIM:248250,AR
OMIM:248260,AR
OMIM:248300,AR
OMIM:248340,AR
OMIM:248360,AR
OMIM:248370,AR
OMIM:248390,AR
OMIM:248450,AR
OMIM:248500,AR
OMIM:248510,AR
OMIM:248600,AR
OMIM:248700,AD
OMIM:248800,AR
OMIM:248900,AR
OMIM:248910,AR
OMIM:249000,AR
OMIM:249100,AR
OMIM:249210,AR
OMIM:249230,AR
OMIM:249240,AR
OMIM:249270,AR
OMIM:249310,AR
OMIM:249420,AR
OMIM:249500,AR
OMIM:249599,AR
OMIM:249600,AR
OMIM:249620,AD
OMIM:249650,AR
OMIM:249660,AR
OMIM:249670,AR
OMIM:249700,AR
OMIM:249710,AR
OMIM:249900,AR
OMIM:250100,AR
OMIM:250215,AR
OMIM:250220,AR
OMIM:250250,AR
OMIM:250300,AR
OMIM:250400,AR
OMIM:250410,AR
OMIM:250420,AR
OMIM:250460,AR
OMIM:250500,AR
OMIM:250620,AR
OMIM:250790,AR
OMIM:250800,AR
OMIM:250850,AD;AR
OMIM:250900,AR
OMIM:250940,AR
OMIM:250950,AR
OMIM:250951,AR
OMIM:251000,AR
OMIM:251100,AR
OMIM:251110,AR
OMIM:251120,AR
OMIM:251200,AR
OMIM:251220,AR
OMIM:251230,AR
OMIM:251240,AR
OMIM:251250,AR
OMIM:251255,AR
OMIM:251260,AR
OMIM:251270,AR
OMIM:251280,AR
OMIM:251290,AR
OMIM:251300,AR
OMIM:251450,AR
OMIM:251505,AR
OMIM:251600,AR
OMIM:251700,AR
OMIM:251750,AR
OMIM:251800,AR
OMIM:251850,AR
OMIM:251880,AR
OMIM:251900,AR
OMIM:251945,AR
OMIM:251950,AR
OMIM:252010,AR
OMIM:252011,AR
OMIM:252100,AR
OMIM:252150,AR
OMIM:252160,AR
OMIM:252250,AR
OMIM:252270,AR
OMIM:252300,AR
OMIM:252350,AR
OMIM:252500,AR
OMIM:252600,AR
OMIM:252605,AR
OMIM:252650,AR
OMIM:252900,AR
OMIM:252920,AR
OMIM:252930,AR
OMIM:252940,AR
OMIM:253000,AR
OMIM:253010,AR
OMIM:253200,AR
OMIM:253220,AR
OMIM:253240,AR
OMIM:253250,AR
OMIM:253260,AR
OMIM:253270,AR
OMIM:253280,AR
OMIM:253290,AR
OMIM:253300,AR
OMIM:253310,AR
OMIM:253400,AR
OMIM:253550,AR
OMIM:253590,AR
OMIM:253600,AR
OMIM:253601,AR
OMIM:253700,AR
OMIM:253800,AR
OMIM:254000,AR
OMIM:254090,AD;AR
OMIM:254100,AR
OMIM:254110,AR
OMIM:254120,AR
OMIM:254130,AR
OMIM:254150,AR
OMIM:254190,AR
OMIM:254210,AR
OMIM:254300,AR
OMIM:254600,AR
OMIM:254700,AR
OMIM:254770,AD
OMIM:254780,AR
OMIM:254800,AR
OMIM:254900,AR
OMIM:254940,AR
OMIM:254950,AR
OMIM:255100,AR
OMIM:255110,AD;AR
OMIM:255120,AR
OMIM:255125,AR
OMIM:255140,AR
OMIM:255160,AR
OMIM:255200,AR
OMIM:255300,AR
OMIM:255310,AD;AR
OMIM:255320,AR
OMIM:255500,AR
OMIM:255600,AR
OMIM:255700,AR
OMIM:255710,AR
OMIM:255800,AR
OMIM:255960,AD
OMIM:255990,AR
OMIM:255995,AR
OMIM:256000,AR
OMIM:256020,AR
OMIM:256030,AR
OMIM:256040,AR
OMIM:256050,AR
OMIM:256100,AR
OMIM:256150,AR
OMIM:256200,XLD;AR
OMIM:256300,AR
OMIM:256370,AD
OMIM:256450,AD;AR
OMIM:256500,AR
OMIM:256520,AR
OMIM:256540,AR
OMIM:256550,AR
OMIM:256600,AR
OMIM:256700,AD
OMIM:256710,AR
OMIM:256730,AR
OMIM:256731,AR
OMIM:256800,AR
OMIM:256810,AR
OMIM:256840,AR
OMIM:256850,AR
OMIM:257100,AR
OMIM:257150,AR
OMIM:257200,AR
OMIM:257220,AR
OMIM:257270,AR
OMIM:257300,AR
OMIM:257320,AR
OMIM:257350,AR
OMIM:257400,AR
OMIM:257500,AR
OMIM:257550,AR
OMIM:257800,AR
OMIM:257850,AR
OMIM:257910,AR
OMIM:257920,AR
OMIM:257970,AR
OMIM:257980,AR
OMIM:258100,AR
OMIM:258150,AR
OMIM:258200,AR
OMIM:258315,AR
OMIM:258320,AR
OMIM:258360,AR
OMIM:258400,AR
OMIM:258450,AR
OMIM:258470,AR
OMIM:258480,AR
OMIM:258500,AR
OMIM:258501,AR
OMIM:258660,AR
OMIM:258700,AR
OMIM:258800,AR
OMIM:258850,AR
OMIM:258860,AR
OMIM:258865,XLR;AR
OMIM:258870,AR
OMIM:258900,AR
OMIM:259050,AD
OMIM:259100,AR
OMIM:259200,AR
OMIM:259270,AR
OMIM:259410,AR
OMIM:259420,AD
OMIM:259440,AR
OMIM:259450,AR
OMIM:259600,AR
OMIM:259610,AR
OMIM:259650,AR
OMIM:259680,AR
OMIM:259690,AR
OMIM:259700,AR
OMIM:259710,AR
OMIM:259720,AR
OMIM:259730,AR
OMIM:259750,AR
OMIM:259770,AR
OMIM:259775,AR
OMIM:259780,AR
OMIM:259900,AR
OMIM:260000,AR
OMIM:260005,AD;AR
OMIM:260100,AR
OMIM:260300,AR
OMIM:260350,AD
OMIM:260370,AR
OMIM:260400,AR
OMIM:260450,AR
OMIM:260470,AR
OMIM:260500,AD
OMIM:260530,AR
OMIM:260540,AR
OMIM:260565,AR
OMIM:260570,AR
OMIM:260600,AR
OMIM:260650,AR
OMIM:260660,AR
OMIM:260800,AR
OMIM:260920,AR
OMIM:260970,AR
OMIM:261000,AR
OMIM:261100,AR
OMIM:261400,AR
OMIM:261500,AR
OMIM:261515,AR
OMIM:261540,AR
OMIM:261550,AR
OMIM:261590,AR
OMIM:261600,AR
OMIM:261630,AR
OMIM:261640,AR
OMIM:261650,AR
OMIM:261670,AR
OMIM:261680,AR
OMIM:261740,AD
OMIM:261750,AR
OMIM:261800,AR
OMIM:261900,AD;AR
OMIM:261990,AR
OMIM:262000,AR
OMIM:262020,AR
OMIM:262190,AR
OMIM:262300,AR
OMIM:262400,AR
OMIM:262500,AR
OMIM:262600,AR
OMIM:262650,AR
OMIM:262700,AD
OMIM:262710,AR
OMIM:262800,AR
OMIM:262850,AR
OMIM:262875,AR
OMIM:262890,AR
OMIM:263000,AR
OMIM:263200,AR
OMIM:263210,AR
OMIM:263300,AD
OMIM:263400,AR
OMIM:263450,AR
OMIM:263520,AR
OMIM:263550,AR
OMIM:263570,AR
OMIM:263600,AR
OMIM:263610,AR
OMIM:263630,AR
OMIM:263650,AR
OMIM:263700,AR
OMIM:263750,AR
OMIM:263800,AR
OMIM:264050,AR
OMIM:264060,AR
OMIM:264070,AR
OMIM:264080,AR
OMIM:264090,AR
OMIM:264110,AR
OMIM:264120,AR
OMIM:264140,XLD;XLR;AR
OMIM:264180,AR
OMIM:264270,AR
OMIM:264300,AR
OMIM:264350,AR
OMIM:264420,AR
OMIM:264470,AR
OMIM:264480,AR
OMIM:264500,AR
OMIM:264600,AR
OMIM:264700,AR
OMIM:264800,AR
OMIM:265000,AR
OMIM:265050,AR
OMIM:265100,AR
OMIM:265120,AR
OMIM:265150,AR
OMIM:265200,AR
OMIM:265300,AR
OMIM:265380,AD
OMIM:265400,AR
OMIM:265430,AR
OMIM:265450,AD
OMIM:265500,AR
OMIM:265800,AR
OMIM:265850,AR
OMIM:265880,AR
OMIM:265900,AR
OMIM:265950,AR
OMIM:266100,AR
OMIM:266120,AR
OMIM:266130,AR
OMIM:266140,AR
OMIM:266150,AR
OMIM:266200,AR
OMIM:266250,AR
OMIM:266255,AR
OMIM:266265,AR
OMIM:266270,AR
OMIM:266280,AR
OMIM:266350,AR
OMIM:266400,AR
OMIM:266500,AR
OMIM:266510,AR
OMIM:266810,AR
OMIM:266900,AR
OMIM:266920,AR
OMIM:267000,AR
OMIM:267010,AR
OMIM:267200,AR
OMIM:267300,AR
OMIM:267400,AR
OMIM:267430,AR
OMIM:267500,AR
OMIM:267700,AR
OMIM:267730,AR
OMIM:267740,AR
OMIM:267750,AR
OMIM:267760,AR
OMIM:267800,AR
OMIM:267900,AR
OMIM:268000,XLR;AD;AR
OMIM:268010,AR
OMIM:268020,AR
OMIM:268025,AR
OMIM:268060,AR
OMIM:268100,AR
OMIM:268130,AD
OMIM:268150,AD
OMIM:268200,AR
OMIM:268210,AR
OMIM:268250,AR
OMIM:268300,AR
OMIM:268305,AR
OMIM:268310,AR
OMIM:268315,AR
OMIM:268320,AR
OMIM:268400,AR
OMIM:268650,AR
OMIM:268700,AR
OMIM:268800,AR
OMIM:268850,AR
OMIM:268900,AR
OMIM:269150,AD
OMIM:269200,AD;AR
OMIM:269250,AR
OMIM:269300,AR
OMIM:269400,AR
OMIM:269500,AR
OMIM:269600,AR
OMIM:269630,AR
OMIM:269650,AR
OMIM:269700,AR
OMIM:269840,AR
OMIM:269860,AR
OMIM:269880,AD
OMIM:269920,AR
OMIM:269921,AD
OMIM:270100,AD
OMIM:270150,AR
OMIM:270200,AR
OMIM:270300,AR
OMIM:270350,AR
OMIM:270400,AR
OMIM:270420,AR
OMIM:270425,AR
OMIM:270450,AD;AR
OMIM:270460,AR
OMIM:270550,AR
OMIM:270600,AR
OMIM:270685,AD
OMIM:270700,AR
OMIM:270750,AR
OMIM:270800,AR
OMIM:270850,AR
OMIM:270950,AR
OMIM:270960,AD
OMIM:270970,AR
OMIM:271109,AR
OMIM:271110,AR
OMIM:271150,AR
OMIM:271200,AR
OMIM:271220,AR
OMIM:271225,AR
OMIM:271245,AR
OMIM:271250,AR
OMIM:271310,AR
OMIM:271320,AR
OMIM:271322,AR
OMIM:271400,AD
OMIM:271500,AR
OMIM:271510,AR
OMIM:271520,AR
OMIM:271530,AR
OMIM:271600,AR
OMIM:271620,AR
OMIM:271630,AR
